Token,Language
paso,Spn
pasta,Spn
pastilla,Spn
pasto,Spn
pastor,Spn
pata,Spn
patada,Spn
paterno,Spn
patio,Spn
pato,Spn
patria,Spn
patrimonio,Spn
patriótico,Spn
patrón,Spn
pausa,Spn
pauta,Spn
paz,Spn
pecado,Spn
pecar,Spn
pecho,Spn
peculiar,Spn
pedagógico,Spn
pedazo,Spn
pedir,Spn
pegar,Spn
pelea,Spn
pelear,Spn
película,Spn
peligro,Spn
peligroso,Spn
pelo,Spn
pelota,Spn
pena,Spn
penal,Spn
pendiente,Spn
penetración,Spn
penetrar,Spn
penoso,Spn
pensado,Spn
pensamiento,Spn
pensar,Spn
pensión,Spn
penumbra,Spn
peón,Spn
peor,Spn
pequeñito,Spn
pequeño,Spn
percatar,Spn
percepción,Spn
percibir,Spn
perder,Spn
pérdida,Spn
perdido,Spn
perdón,Spn
perdonar,Spn
perdurar,Spn
perfección,Spn
perfeccionar,Spn
perfectamente,Spn
perfecto,Spn
perfil,Spn
perfilar,Spn
perfume,Spn
periódico,Spn
periodismo,Spn
periodista,Spn
periodístico,Spn
período,Spn
perjudicar,Spn
perjuicio,Spn
perla,Spn
permanecer,Spn
permanencia,Spn
permanente,Spn
permanentemente,Spn
permiso,Spn
permitir,Spn
pero,Spn
perpetuo,Spn
perro,Spn
persecución,Spn
perseguir,Spn
persistente,Spn
persistir,Spn
persona,Spn
personaje,Spn
personal,Spn
personalidad,Spn
personalmente,Spn
perspectiva,Spn
pertenecer,Spn
perteneciente,Spn
pertenencia,Spn
perturbar,Spn
peruano,Spn
perverso,Spn
pesadilla,Spn
pesado,Spn
pesar,Spn
pesca,Spn
pescado,Spn
pescador,Spn
pescar,Spn
peseta,Spn
pésimo,Spn
peso,Spn
peste,Spn
petición,Spn
petróleo,Spn
pez,Spn
piadoso,Spn
piano,Spn
picar,Spn
pico,Spn
pie,Spn
piedad,Spn
piedra,Spn
piel,Spn
pierna,Spn
pieza,Spn
pila,Spn
pilar,Spn
piloto,Spn
pino,Spn
pinta,Spn
pintado,Spn
pintar,Spn
pintor,Spn
pintoresco,Spn
pintura,Spn
pionero,Spn
pirámide,Spn
pisar,Spn
piscina,Spn
piso,Spn
pista,Spn
pistola,Spn
placa,Spn
placer,Spn
plan,Spn
plancha,Spn
planear,Spn
planeta,Spn
plano,Spn
planta,Spn
plantar,Spn
planteamiento,Spn
plantear,Spn
plástico,Spn
plata,Spn
plataforma,Spn
plato,Spn
playa,Spn
plaza,Spn
plazo,Spn
pleito,Spn
plenamente,Spn
plenitud,Spn
pleno,Spn
plomo,Spn
pluma,Spn
población,Spn
poblado,Spn
poblar,Spn
pobre,Spn
pobreza,Spn
poco,Spn
poder,Spn
poderoso,Spn
poema,Spn
poesía,Spn
poeta,Spn
poético,Spn
polémica,Spn
policía,Spn
policial,Spn
política,Spn
político,Spn
pollo,Spn
polo,Spn
polvo,Spn
pólvora,Spn
poner,Spn
popular,Spn
poquito,Spn
por,Spn
porcentaje,Spn
porción,Spn
porque,Spn
porquería,Spn
portador,Spn
portar,Spn
portero,Spn
portugués,Spn
porvenir,Spn
posar,Spn
poseer,Spn
posesión,Spn
posibilidad,Spn
posible,Spn
posiblemente,Spn
posición,Spn
positivo,Spn
posterior,Spn
posteriormente,Spn
postre,Spn
postura,Spn
potencia,Spn
potencial,Spn
potente,Spn
pozo,Spn
práctica,Spn
prácticamente,Spn
practicar,Spn
práctico,Spn
precario,Spn
precaución,Spn
precedente,Spn
preceder,Spn
precio,Spn
precioso,Spn
precipitar,Spn
precisamente,Spn
precisar,Spn
precisión,Spn
preciso,Spn
predecir,Spn
predicar,Spn
predominar,Spn
preferencia,Spn
preferible,Spn
preferido,Spn
preferir,Spn
pregunta,Spn
preguntar,Spn
prejuicio,Spn
prematuro,Spn
premiar,Spn
premio,Spn
prenda,Spn
prender,Spn
prensa,Spn
preocupación,Spn
preocupado,Spn
preocupar,Spn
preparación,Spn
preparado,Spn
preparar,Spn
presa,Spn
prescindir,Spn
presencia,Spn
presenciar,Spn
presentación,Spn
presentar,Spn
presente,Spn
presentir,Spn
preservar,Spn
presidencia,Spn
presidencial,Spn
presidente,Spn
presidir,Spn
presión,Spn
presionar,Spn
preso,Spn
prestado,Spn
préstamo,Spn
prestar,Spn
prestigio,Spn
prestigioso,Spn
presumir,Spn
presunto,Spn
presupuesto,Spn
pretender,Spn
pretensión,Spn
pretexto,Spn
prevalecer,Spn
prevención,Spn
prevenir,Spn
prever,Spn
previamente,Spn
previo,Spn
previsible,Spn
previsión,Spn
previsto,Spn
prima,Spn
primario,Spn
primavera,Spn
primero,Spn
primitivo,Spn
primo,Spn
primordial,Spn
princesa,Spn
principal,Spn
principalmente,Spn
príncipe,Spn
principio,Spn
prioridad,Spn
prisa,Spn
prisión,Spn
prisionero,Spn
privado,Spn
privar,Spn
privilegiado,Spn
privilegio,Spn
probabilidad,Spn
probable,Spn
probablemente,Spn
probar,Spn
problema,Spn
procedencia,Spn
procedente,Spn
proceder,Spn
procedimiento,Spn
procesión,Spn
proceso,Spn
proclamar,Spn
procurar,Spn
prodigioso,Spn
producción,Spn
producir,Spn
productivo,Spn
producto,Spn
productor,Spn
profesión,Spn
profesional,Spn
profesor,Spn
profeta,Spn
profundamente,Spn
profundidad,Spn
profundizar,Spn
profundo,Spn
programa,Spn
programar,Spn
progresar,Spn
progresivo,Spn
progreso,Spn
prohibición,Spn
prohibido,Spn
prohibir,Spn
prolongación,Spn
prolongado,Spn
prolongar,Spn
promesa,Spn
prometer,Spn
promoción,Spn
promover,Spn
pronto,Spn
pronunciar,Spn
propaganda,Spn
propagar,Spn
propiamente,Spn
propiciar,Spn
propicio,Spn
propiedad,Spn
propietario,Spn
propio,Spn
proponer,Spn
proporción,Spn
proporcionar,Spn
proposición,Spn
propósito,Spn
propuesta,Spn
prosa,Spn
proseguir,Spn
prosperar,Spn
protagonista,Spn
protección,Spn
protector,Spn
proteger,Spn
protesta,Spn
protestar,Spn
provecho,Spn
proveer,Spn
proveniente,Spn
provenir,Spn
provincia,Spn
provincial,Spn
provocar,Spn
proximidad,Spn
próximo,Spn
proyección,Spn
proyectar,Spn
proyecto,Spn
prudencia,Spn
prudente,Spn
prueba,Spn
psicología,Spn
psicológico,Spn
psicólogo,Spn
publicación,Spn
públicamente,Spn
publicar,Spn
publicidad,Spn
publicitario,Spn
público,Spn
pueblo,Spn
puente,Spn
puerta,Spn
puerto,Spn
pues,Spn
puesto,Spn
pugna,Spn
pulmón,Spn
pulso,Spn
puñado,Spn
puño,Spn
punta,Spn
punto,Spn
puntual,Spn
puramente,Spn
pureza,Spn
puro,Spn
puta,Spn
que,Spn
qué,Spn
quebrar,Spn
quedar,Spn
quehacer,Spn
queja,Spn
quejar,Spn
quemado,Spn
quemar,Spn
querer,Spn
querido,Spn
queso,Spn
quien,Spn
quién,Spn
quieto,Spn
químico,Spn
quince,Spn
quinientos,Spn
quinto,Spn
quitar,Spn
quizás,Spn
rabia,Spn
racional,Spn
radical,Spn
radicalmente,Spn
radicar,Spn
radio,Spn
raíz,Spn
rama,Spn
ramo,Spn
rancho,Spn
rango,Spn
rápidamente,Spn
rapidez,Spn
rápido,Spn
raro,Spn
rascar,Spn
rasgo,Spn
rastro,Spn
rata,Spn
ratificar,Spn
rato,Spn
ratón,Spn
raya,Spn
rayo,Spn
raza,Spn
razón,Spn
razonable,Spn
razonamiento,Spn
razonar,Spn
reacción,Spn
reaccionar,Spn
real,Spn
realidad,Spn
realismo,Spn
realista,Spn
realización,Spn
realizar,Spn
realmente,Spn
reanudar,Spn
reaparecer,Spn
rebajar,Spn
rebaño,Spn
rebasar,Spn
rebelde,Spn
rebeldía,Spn
rebelión,Spn
recelo,Spn
recepción,Spn
receta,Spn
rechazar,Spn
rechazo,Spn
recibir,Spn
recién,Spn
reciente,Spn
recientemente,Spn
recinto,Spn
recipiente,Spn
recíproco,Spn
recitar,Spn
reclamar,Spn
reclamo,Spn
recobrar,Spn
recoger,Spn
recomendación,Spn
recomendar,Spn
recompensa,Spn
reconocer,Spn
reconocimiento,Spn
reconstrucción,Spn
reconstruir,Spn
recordar,Spn
recorrer,Spn
recorrido,Spn
recortar,Spn
recorte,Spn
recrear,Spn
rectificar,Spn
recto,Spn
recuerdo,Spn
recuperación,Spn
recuperar,Spn
recurrir,Spn
recurso,Spn
red,Spn
redacción,Spn
redactar,Spn
redondo,Spn
reducción,Spn
reducido,Spn
reducir,Spn
reemplazar,Spn
referencia,Spn
referente,Spn
referir,Spn
refinado,Spn
reflejado,Spn
reflejar,Spn
reflejo,Spn
reflexión,Spn
reflexionar,Spn
reforma,Spn
reforzar,Spn
refugiar,Spn
refugio,Spn
regalar,Spn
regalo,Spn
regar,Spn
régimen,Spn
región,Spn
regional,Spn
regir,Spn
registrar,Spn
registro,Spn
regla,Spn
reglamento,Spn
regresar,Spn
regreso,Spn
regular,Spn
reina,Spn
reinar,Spn
reino,Spn
reír,Spn
reiterar,Spn
reivindicación,Spn
relación,Spn
relacionado,Spn
relacionar,Spn
relajar,Spn
relatar,Spn
relativamente,Spn
relativo,Spn
relato,Spn
relevante,Spn
relieve,Spn
religión,Spn
religioso,Spn
reloj,Spn
rematar,Spn
remediar,Spn
remedio,Spn
remitir,Spn
remontar,Spn
remoto,Spn
remover,Spn
renacer,Spn
rencor,Spn
rendimiento,Spn
rendir,Spn
renovación,Spn
renovar,Spn
renta,Spn
renuncia,Spn
renunciar,Spn
reparar,Spn
repartir,Spn
reparto,Spn
repasar,Spn
repente,Spn
repentino,Spn
repercusión,Spn
repertorio,Spn
repetición,Spn
repetido,Spn
repetir,Spn
repleto,Spn
réplica,Spn
replicar,Spn
reponer,Spn
reportaje,Spn
reposar,Spn
reposo,Spn
representación,Spn
representante,Spn
representar,Spn
representativo,Spn
represión,Spn
reprimir,Spn
reprochar,Spn
reproche,Spn
reproducción,Spn
reproducir,Spn
república,Spn
republicano,Spn
requerir,Spn
requisito,Spn
resaltar,Spn
rescatar,Spn
rescate,Spn
resentimiento,Spn
reserva,Spn
reservado,Spn
reservar,Spn
residencia,Spn
residir,Spn
residuo,Spn
resignación,Spn
resignar,Spn
resistencia,Spn
resistir,Spn
resolución,Spn
resolver,Spn
resonancia,Spn
respaldo,Spn
respectivo,Spn
respecto,Spn
respetable,Spn
respetar,Spn
respeto,Spn
respetuoso,Spn
respiración,Spn
respirar,Spn
responder,Spn
responsabilidad,Spn
responsable,Spn
respuesta,Spn
restablecer,Spn
restante,Spn
restar,Spn
restaurante,Spn
restaurar,Spn
resto,Spn
restricción,Spn
resucitar,Spn
resuelto,Spn
resultado,Spn
resultar,Spn
resumen,Spn
resumir,Spn
retener,Spn
retirada,Spn
retirado,Spn
retirar,Spn
retiro,Spn
reto,Spn
retomar,Spn
retornar,Spn
retorno,Spn
retrasar,Spn
retraso,Spn
retrato,Spn
retroceder,Spn
retroceso,Spn
reunión,Spn
reunir,Spn
revelación,Spn
revelar,Spn
reventar,Spn
revés,Spn
revisar,Spn
revisión,Spn
revista,Spn
revivir,Spn
revolución,Spn
revolucionario,Spn
revolver,Spn
revuelto,Spn
rey,Spn
rezar,Spn
rico,Spn
ridículo,Spn
rienda,Spn
riesgo,Spn
rigidez,Spn
rígido,Spn
rigor,Spn
riguroso,Spn
rincón,Spn
riñón,Spn
río,Spn
riqueza,Spn
risa,Spn
rítmico,Spn
ritmo,Spn
rito,Spn
ritual,Spn
rival,Spn
robar,Spn
robo,Spn
robusto,Spn
roca,Spn
roce,Spn
rodar,Spn
rodeado,Spn
rodear,Spn
rodilla,Spn
rogar,Spn
rojo,Spn
rol,Spn
rollo,Spn
romano,Spn
romántico,Spn
romper,Spn
ronda,Spn
ropa,Spn
rosa,Spn
rosado,Spn
rosario,Spn
rostro,Spn
roto,Spn
rotundo,Spn
rozar,Spn
rubio,Spn
rudo,Spn
rueda,Spn
ruido,Spn
ruidoso,Spn
ruina,Spn
rumbo,Spn
rumor,Spn
ruptura,Spn
rural,Spn
ruso,Spn
rústico,Spn
ruta,Spn
rutina,Spn
sábado,Spn
sábana,Spn
saber,Spn
sabiduría,Spn
sabio,Spn
sabor,Spn
sabroso,Spn
sacar,Spn
sacerdote,Spn
saco,Spn
sacrificar,Spn
sacrificio,Spn
sacudir,Spn
sagrado,Spn
sal,Spn
sala,Spn
salario,Spn
salida,Spn
salir,Spn
salón,Spn
saltar,Spn
salto,Spn
salud,Spn
saludable,Spn
saludar,Spn
saludo,Spn
salvación,Spn
salvaje,Spn
salvar,Spn
salvo,Spn
sanción,Spn
sangre,Spn
sangriento,Spn
sanitario,Spn
sano,Spn
santa,Spn
santo,Spn
sargento,Spn
satisfacción,Spn
satisfacer,Spn
satisfactorio,Spn
satisfecho,Spn
se,Spn
secar,Spn
sección,Spn
seco,Spn
secretario,Spn
secreto,Spn
sector,Spn
secuencia,Spn
secular,Spn
secundario,Spn
sed,Spn
seda,Spn
sede,Spn
seducir,Spn
seguida,Spn
seguido,Spn
seguidor,Spn
seguir,Spn
según,Spn
segundo,Spn
seguramente,Spn
seguridad,Spn
seguro,Spn
seis,Spn
selección,Spn
seleccionar,Spn
sello,Spn
selva,Spn
semana,Spn
semanal,Spn
sembrar,Spn
semejante,Spn
semejanza,Spn
semilla,Spn
seminario,Spn
seña,Spn
senador,Spn
señal,Spn
señalar,Spn
sencillamente,Spn
sencillez,Spn
sencillo,Spn
senda,Spn
sendero,Spn
seno,Spn
señor,Spn
señora,Spn
señorita,Spn
sensación,Spn
sensibilidad,Spn
sensible,Spn
sentado,Spn
sentar,Spn
sentencia,Spn
sentido,Spn
sentimental,Spn
sentimiento,Spn
sentir,Spn
separación,Spn
separado,Spn
separar,Spn
septiembre,Spn
séptimo,Spn
sequía,Spn
ser,Spn
serenidad,Spn
sereno,Spn
seriamente,Spn
serie,Spn
seriedad,Spn
serio,Spn
serpiente,Spn
servicio,Spn
servidor,Spn
servidumbre,Spn
servir,Spn
sesenta,Spn
sesión,Spn
setenta,Spn
severo,Spn
sexo,Spn
sexto,Spn
sexual,Spn
si,Spn
sí,Spn
siempre,Spn
sierra,Spn
siesta,Spn
siete,Spn
siglo,Spn
significación,Spn
significado,Spn
significar,Spn
significativo,Spn
signo,Spn
siguiente,Spn
silencio,Spn
silencioso,Spn
silla,Spn
sillón,Spn
silvestre,Spn
simbólico,Spn
símbolo,Spn
similar,Spn
simpatía,Spn
simpático,Spn
simple,Spn
simplemente,Spn
simular,Spn
simultáneamente,Spn
simultáneo,Spn
sin,Spn
sinceramente,Spn
sinceridad,Spn
sincero,Spn
sindicato,Spn
singular,Spn
siniestro,Spn
sino,Spn
síntesis,Spn
sintético,Spn
síntoma,Spn
siquiera,Spn
sirena,Spn
sistema,Spn
sistemático,Spn
sitio,Spn
situación,Spn
situado,Spn
situar,Spn
soberanía,Spn
soberano,Spn
soberbio,Spn
sobra,Spn
sobrar,Spn
sobre,Spn
sobrepasar,Spn
sobresalir,Spn
sobrevenir,Spn
sobrevivir,Spn
sobrino,Spn
social,Spn
socialista,Spn
sociedad,Spn
socio,Spn
sofisticado,Spn
sol,Spn
solamente,Spn
solar,Spn
soldado,Spn
soledad,Spn
solemne,Spn
soler,Spn
solicitar,Spn
solicitud,Spn
solidaridad,Spn
solidario,Spn
sólido,Spn
solitario,Spn
solo,Spn
soltar,Spn
soltero,Spn
solución,Spn
solucionar,Spn
sombra,Spn
sombrero,Spn
sombrío,Spn
someter,Spn
sonar,Spn
soñar,Spn
sonido,Spn
sonoro,Spn
sonreír,Spn
sonriente,Spn
sonrisa,Spn
sopa,Spn
soplar,Spn
soportar,Spn
soporte,Spn
sordo,Spn
sorprendente,Spn
sorprender,Spn
sorprendido,Spn
sorpresa,Spn
sospecha,Spn
sospechar,Spn
sospechoso,Spn
sostener,Spn
sostenido,Spn
sótano,Spn
soviético,Spn
su,Spn
suave,Spn
suavemente,Spn
subir,Spn
súbito,Spn
subjetivo,Spn
subrayar,Spn
subsistir,Spn
subterráneo,Spn
suceder,Spn
sucesión,Spn
sucesivamente,Spn
sucesivo,Spn
suceso,Spn
sucio,Spn
sudar,Spn
sudor,Spn
sueldo,Spn
suelo,Spn
suelto,Spn
sueño,Spn
suerte,Spn
suficiente,Spn
suficientemente,Spn
sufrimiento,Spn
sufrir,Spn
sugerencia,Spn
sugerir,Spn
suicidio,Spn
suizo,Spn
sujetar,Spn
sujeto,Spn
suma,Spn
sumamente,Spn
sumar,Spn
sumergir,Spn
sumido,Spn
sumo,Spn
superar,Spn
superficial,Spn
superficie,Spn
superior,Spn
superioridad,Spn
supervivencia,Spn
suponer,Spn
supremo,Spn
suprimir,Spn
supuestamente,Spn
supuesto,Spn
sur,Spn
surgir,Spn
susceptible,Spn
suscitar,Spn
suspender,Spn
suspirar,Spn
sustancia,Spn
sustentar,Spn
sustituir,Spn
susto,Spn
sutil,Spn
suyo,Spn
tabaco,Spn
tabla,Spn
tablero,Spn
táctica,Spn
tacto,Spn
tal,Spn
talento,Spn
talla,Spn
taller,Spn
talón,Spn
tamaño,Spn
también,Spn
tambor,Spn
tampoco,Spn
tan,Spn
tanque,Spn
tanto,Spn
tapa,Spn
tapar,Spn
tardar,Spn
tarde,Spn
tardío,Spn
tarea,Spn
tarjeta,Spn
tasa,Spn
taxi,Spn
taza,Spn
te,Spn
té,Spn
teatral,Spn
teatro,Spn
techo,Spn
técnica,Spn
técnico,Spn
tecnología,Spn
tecnológico,Spn
tejado,Spn
tejer,Spn
tejido,Spn
tela,Spn
telefónico,Spn
teléfono,Spn
televisión,Spn
televisor,Spn
tema,Spn
temblar,Spn
temblor,Spn
temer,Spn
temeroso,Spn
temor,Spn
temperamento,Spn
temperatura,Spn
templo,Spn
temporada,Spn
temporal,Spn
temprano,Spn
tendencia,Spn
tender,Spn
tendido,Spn
tener,Spn
teniente,Spn
tenis,Spn
tenor,Spn
tensión,Spn
tenso,Spn
tentación,Spn
tentar,Spn
tenue,Spn
teoría,Spn
teórico,Spn
tercero,Spn
tercio,Spn
terminar,Spn
término,Spn
ternura,Spn
terraza,Spn
terremoto,Spn
terreno,Spn
terrestre,Spn
terrible,Spn
terriblemente,Spn
territorio,Spn
terror,Spn
tertulia,Spn
tesis,Spn
tesoro,Spn
testigo,Spn
testimonio,Spn
texto,Spn
ti,Spn
tía,Spn
tibio,Spn
tiempo,Spn
tienda,Spn
tierno,Spn
tierra,Spn
tigre,Spn
timbre,Spn
timidez,Spn
tímido,Spn
tinta,Spn
tinte,Spn
tío,Spn
típico,Spn
tipo,Spn
tira,Spn
tirar,Spn
tiro,Spn
titular,Spn
título,Spn
toalla,Spn
tocar,Spn
todavía,Spn
todo,Spn
tolerancia,Spn
tolerar,Spn
tomar,Spn
tomate,Spn
tonelada,Spn
tono,Spn
tontería,Spn
tonto,Spn
topar,Spn
toque,Spn
torcer,Spn
tormenta,Spn
tornar,Spn
torno,Spn
toro,Spn
torpe,Spn
torre,Spn
torta,Spn
tortura,Spn
total,Spn
totalidad,Spn
totalmente,Spn
trabajador,Spn
trabajar,Spn
trabajo,Spn
tradición,Spn
tradicional,Spn
tradicionalmente,Spn
traducción,Spn
traducir,Spn
traer,Spn
tráfico,Spn
tragar,Spn
tragedia,Spn
trágico,Spn
trago,Spn
traición,Spn
traicionar,Spn
traidor,Spn
traje,Spn
trama,Spn
trámite,Spn
tramo,Spn
trampa,Spn
trance,Spn
tranquilamente,Spn
tranquilidad,Spn
tranquilizar,Spn
tranquilo,Spn
transcurrir,Spn
transcurso,Spn
transformación,Spn
transformar,Spn
transición,Spn
transitar,Spn
tránsito,Spn
transitorio,Spn
transmisión,Spn
transmitir,Spn
transparencia,Spn
transparente,Spn
transportar,Spn
transporte,Spn
tranvía,Spn
trapo,Spn
tras,Spn
trascendencia,Spn
trascendental,Spn
trascendente,Spn
trasero,Spn
trasladar,Spn
traslado,Spn
traspasar,Spn
trastorno,Spn
tratado,Spn
tratamiento,Spn
tratar,Spn
trato,Spn
través,Spn
trayecto,Spn
trayectoria,Spn
trazar,Spn
trazo,Spn
trece,Spn
tregua,Spn
treinta,Spn
tremendo,Spn
tren,Spn
trepar,Spn
tres,Spn
trescientos,Spn
triángulo,Spn
tribu,Spn
tribunal,Spn
trigo,Spn
triple,Spn
triste,Spn
tristeza,Spn
triunfar,Spn
triunfo,Spn
tronco,Spn
trono,Spn
tropa,Spn
tropezar,Spn
tropical,Spn
trozo,Spn
truco,Spn
tu,Spn
tú,Spn
tubo,Spn
tumba,Spn
tumbar,Spn
túnel,Spn
turco,Spn
turismo,Spn
turista,Spn
turístico,Spn
turno,Spn
tuyo,Spn
ubicación,Spn
ubicar,Spn
últimamente,Spn
último,Spn
umbral,Spn
un,Spn
uña,Spn
únicamente,Spn
único,Spn
unidad,Spn
unido,Spn
uniforme,Spn
unión,Spn
unir,Spn
universal,Spn
universidad,Spn
universitario,Spn
universo,Spn
uno,Spn
urbano,Spn
urgencia,Spn
urgente,Spn
usado,Spn
usar,Spn
uso,Spn
usted,Spn
usual,Spn
útil,Spn
utilidad,Spn
utilización,Spn
utilizar,Spn
uva,Spn
vaca,Spn
vacaciones,Spn
vaciar,Spn
vacilar,Spn
vacío,Spn
vago,Spn
vaivén,Spn
valer,Spn
validez,Spn
válido,Spn
valiente,Spn
valioso,Spn
valle,Spn
valor,Spn
valorar,Spn
vanguardia,Spn
vanidad,Spn
vano,Spn
vapor,Spn
vara,Spn
variación,Spn
variado,Spn
variante,Spn
variar,Spn
variedad,Spn
varios,Spn
varón,Spn
vasco,Spn
vaso,Spn
vasto,Spn
vecindad,Spn
vecino,Spn
vegetación,Spn
vegetal,Spn
vehículo,Spn
veinte,Spn
veinticinco,Spn
veinticuatro,Spn
veintidós,Spn
vejez,Spn
vela,Spn
velar,Spn
velo,Spn
velocidad,Spn
veloz,Spn
vena,Spn
vencer,Spn
vendedor,Spn
vender,Spn
veneno,Spn
venganza,Spn
vengar,Spn
venir,Spn
venta,Spn
ventaja,Spn
ventana,Spn
ventanilla,Spn
ver,Spn
vera,Spn
verano,Spn
verbal,Spn
verbo,Spn
verdad,Spn
verdaderamente,Spn
verdadero,Spn
verde,Spn
verdura,Spn
vereda,Spn
vergüenza,Spn
verificar,Spn
versión,Spn
verso,Spn
verter,Spn
vertical,Spn
vertiginoso,Spn
vestido,Spn
vestir,Spn
vestuario,Spn
vez,Spn
vía,Spn
viajar,Spn
viaje,Spn
viajero,Spn
vibración,Spn
vibrar,Spn
viceversa,Spn
vicio,Spn
víctima,Spn
victoria,Spn
vida,Spn
vidrio,Spn
viejo,Spn
viento,Spn
vientre,Spn
viernes,Spn
vigente,Spn
vigilancia,Spn
vigilar,Spn
vigor,Spn
vigoroso,Spn
villa,Spn
vinculado,Spn
vincular,Spn
vínculo,Spn
vino,Spn
violación,Spn
violar,Spn
violencia,Spn
violentamente,Spn
violento,Spn
violín,Spn
virgen,Spn
virtud,Spn
visible,Spn
visión,Spn
visita,Spn
visitante,Spn
visitar,Spn
vislumbrar,Spn
víspera,Spn
vista,Spn
visual,Spn
vital,Spn
vitalidad,Spn
viuda,Spn
vivienda,Spn
vivir,Spn
vivo,Spn
vocabulario,Spn
vocación,Spn
volante,Spn
volar,Spn
volcán,Spn
volcar,Spn
volumen,Spn
voluntad,Spn
voluntariamente,Spn
voluntario,Spn
volver,Spn
vos,Spn
vosotros,Spn
votar,Spn
voto,Spn
voz,Spn
vuelo,Spn
vuelta,Spn
vuestro,Spn
vulgar,Spn
vulnerable,Spn
whisky,Spn
y,Spn
ya,Spn
yo,Spn
zapato,Spn
zona,Spn
