Token,Adapted,EngCategory,POS,NE
play,false[4],Insertion[4],NOUN,O
play,_,_,PROPN,O
play,_,_,NOUN,O
deporte,_,_,NOUN,O
Daba,_,_,VERB,B
razones,_,_,NOUN,I
Diccionario,_,_,PROPN,B
panhispánico,_,_,ADJ,O
indica,_,_,VERB,O
indica,_,_,VERB,I
juego,_,_,NOUN,O
definida,_,_,ADJ,O
«,_,_,PUNCT,B
«,_,_,AUX,B
conducta,_,_,NOUN,O
honrada,_,_,ADJ,O
competición,_,_,NOUN,O
»,_,_,PROPN,B
innecesario,_,_,ADJ,O
asimismo,_,_,ADV,O
hablarse,_,_,NOUN,O
referirse,_,_,PROPN,O
cortés,_,_,PROPN,O
correcta,_,_,ADJ,O
elegante,_,_,ADJ,O
muestran,_,_,VERB,O
sólo,_,_,ADV,O
sólo,_,_,ADV,I
deportistas,_,_,NOUN,O
ámbitos,_,_,NOUN,O
situaciones,_,_,NOUN,O
refirió,_,_,VERB,O
boomerang,_,_,PROPN,O
pocos,_,_,PRON,O
pocos,_,_,DET,O
recordar,_,_,VERB,O
recordar,_,_,AUX,O
búmeran,_,_,ADJ,O
búmeran,_,_,VERB,O
búmeran,false,Insertion,ADJ,O
búmeran,false,Insertion,VERB,O
bumerán,_,_,PROPN,O
*,_,_,SYM,O
bumerang,_,_,PROPN,O
adaptaciones,_,_,NOUN,O
recomendadas,_,_,ADJ,O
voz,_,_,NOUN,O
DPD,_,_,PROPN,B
Obviamente,_,_,ADV,B
haya,_,_,AUX,O
acentuaciones,_,_,NOUN,O
válidas,_,_,ADJ,O
países,_,_,NOUN,O
Ecuador,_,_,PROPN,B
México,_,_,PROPN,B
México,_,_,PROPN,I
pronuncia,_,_,VERB,O
zonas,_,_,NOUN,O
predomina,_,_,PROPN,O
pronunciación,_,_,NOUN,O
aguda,_,_,ADJ,O
vale,_,_,VERB,I
pena,_,_,NOUN,I
plural,_,_,NOUN,O
esdrújula,_,_,ADJ,O
invariable,_,_,ADJ,O
regular,_,_,VERB,O
bumeranes,false,Insertion,NOUN,O
nocaut,_,_,NOUN,O
knockout,false,Insertion,PROPN,O
offshore,false,Insertion,PROPN,O
definitivamente,_,_,ADV,O
informaciones,_,_,NOUN,O
financieras,_,_,ADJ,O
ventajas,_,_,NOUN,O
fiscales,_,_,ADJ,O
inscrita,_,_,ADJ,O
paraíso,_,_,NOUN,O
fiscal,_,_,ADJ,O
contexto,_,_,NOUN,O
extranjero,_,_,NOUN,O
Dicciona,_,_,PROPN,B
r,_,_,CONJ,I
io,_,_,VERB,O
económicos,_,_,ADJ,O
comerciales,_,_,ADJ,O
Alcaraz,_,_,PROPN,I
Varó,_,_,PROPN,I
Brian,_,_,PROPN,B
Hughes,_,_,PROPN,I
ocurrirá,_,_,VERB,I
inversa,_,_,NOUN,O
tenga,_,_,VERB,O
6,_,_,NUM,O
6,_,_,NUM,I
8,_,_,NUM,O
junio,_,_,NOUN,O
Primer,_,_,PROPN,B
Congreso,_,_,PROPN,I
Academia,_,_,PROPN,I
Norteamericana,_,_,PROPN,I
Lengua,_,_,PROPN,I
Española,_,_,PROPN,I
cuyo,_,_,PRON,O
lema,_,_,NOUN,O
hispana,_,_,ADJ,O
unidad,_,_,NOUN,O
diversidad,_,_,NOUN,O
esperar,_,_,VERB,O
académicos,_,_,NOUN,O
reunidos,_,_,ADJ,O
relevamiento,_,_,NOUN,O
españolas,_,_,ADJ,O
incorporadas,_,_,ADJ,O
recientemente,_,_,ADV,O
estadounidense,_,_,ADJ,O
vaya,_,_,VERB,I
vaya,_,_,VERB,O
amigo,_,_,NOUN,O
característico,_,_,ADJ,O
Arnold,_,_,PROPN,B
Schwarzenegger,_,_,PROPN,I
ARTICLE0041,_,_,PROPN,B
Perros,_,_,PROPN,B
Perros,_,_,PROPN,I
oficina,_,_,NOUN,O
oficina,_,_,NOUN,I
mascotas,_,_,NOUN,O
ladran,_,_,VERB,O
mundo,_,_,NOUN,O
mundo,_,_,NOUN,I
laboral,_,_,ADJ,O
labradora,_,_,NOUN,I
Tiikka,_,_,PROPN,I
Tiikka,_,_,PROPN,B
Findasense,_,_,PROPN,B
Findasense,_,_,PROPN,I
Buenos,_,_,PROPN,B
Aires,_,_,PROPN,I
suma,_,_,VERB,O
instalada,_,_,ADJ,O
ciudades,_,_,NOUN,O
tanto,_,_,ADV,O
tanto,_,_,NOUN,O
tanto,_,_,DET,O
jefes,_,_,NOUN,O
empleados,_,_,NOUN,O
bienvenidos,_,_,VERB,O
tachos,_,_,NOUN,O
basura,_,_,NOUN,O
afán,_,_,NOUN,I
ecologista,_,_,ADJ,O
fundadores,_,_,NOUN,O
consultora,_,_,NOUN,O
revisaran,_,_,VERB,O
respecto,_,_,NOUN,O
residuos,_,_,NOUN,O
generados,_,_,ADJ,O
glotona,_,_,ADJ,O
labradores,_,_,NOUN,O
Tuvimos,_,_,VERB,B
quitar,_,_,VERB,O
iba,_,_,AUX,O
buscando,_,_,VERB,O
cosa,_,_,NOUN,O
cosa,_,_,NOUN,I
comer,_,_,VERB,O
papá,_,_,NOUN,O
jefe,_,_,NOUN,O
Tomás,_,_,PROPN,B
Tomás,_,_,ADV,B
Lorsch,_,_,PROPN,I
Solucionado,_,_,ADJ,B
tema,_,_,NOUN,I
tema,_,_,NOUN,O
desempeña,_,_,VERB,O
recepcionista,_,_,NOUN,O
negocios,_,_,NOUN,O
digitales,_,_,ADJ,O
ama,_,_,VERB,O
saludar,_,_,VERB,O
entran,_,_,VERB,O
escapa,_,_,VERB,O
peores,_,_,ADJ,O
delitos,_,_,NOUN,O
laborales,_,_,ADJ,O
come,_,_,VERB,O
almuerzo,_,_,NOUN,O
compañero,_,_,NOUN,O
huele,_,_,PROPN,O
comida,_,_,NOUN,O
Tikka,_,_,PROPN,B
discrimina,_,_,VERB,I
habrá,_,_,AUX,I
comido,_,_,VERB,I
varios,_,_,DET,I
varios,_,_,DET,O
sándwichs,true,Insertion,NOUN,I
alguna,_,_,PRON,O
alguna,_,_,DET,O
milanesa,_,_,NOUN,O
acusa,_,_,VERB,O
divertido,_,_,ADJ,O
aislado,_,_,ADJ,O
sumó,_,_,VERB,O
presente,_,_,ADJ,O
capitales,_,_,NOUN,O
incorpora,_,_,VERB,O
algunas,_,_,DET,O
perros,_,_,NOUN,O
perros,_,_,NOUN,I
compañías,_,_,NOUN,O
optan,_,_,VERB,O
adoptar,_,_,VERB,O
institucional,_,_,ADJ,O
incursión,_,_,NOUN,O
sintetizado,_,_,ADJ,O
pet,false[5],Insertion[5],PROPN,O
pet,false[5],Insertion[5],NOUN,O
pet,false[6],Insertion[6],PROPN,O
pet,false[6],Insertion[6],NOUN,O
pet,false[7],Insertion[7],PROPN,O
pet,false[7],Insertion[7],NOUN,O
friendly,false[5],Insertion[5],PROPN,O
friendly,false[5],Insertion[5],ADJ,O
friendly,false[6],Insertion[6],PROPN,O
friendly,false[6],Insertion[6],ADJ,O
friendly,false[7],Insertion[7],PROPN,O
friendly,false[7],Insertion[7],ADJ,O
amigable,_,_,ADJ,O
Reglas,_,_,NOUN,B
convivencia,_,_,NOUN,I
convivencia,_,_,NOUN,O
Como,_,_,SCONJ,O
Como,_,_,SCONJ,B
desarrollo,_,_,NOUN,O
reglas,_,_,NOUN,O
definidas,_,_,ADJ,O
modus,_,_,NOUN,O
operandi,_,_,VERB,O
previamente,_,_,ADV,O
establecido,_,_,ADJ,O
factor,_,_,NOUN,I
estas,_,_,DET,O
iniciativas,_,_,NOUN,O
improvisación,_,_,NOUN,O
sano,_,_,ADJ,O
necesitás,_,_,VERB,O
necesitás,_,_,PROPN,O
traer,_,_,VERB,O
traer,_,_,VERB,I
podés,_,_,PROPN,O
Cada,_,_,DET,B
Cada,_,_,DET,O
Cada,_,_,DET,I
necesidades,_,_,NOUN,I
necesidades,_,_,NOUN,O
ordena,_,_,VERB,I
naturalmente,_,_,ADV,I
Aplicamos,_,_,VERB,B
parámetro,_,_,NOUN,O
involucrada,_,_,ADJ,O
incidente,_,_,NOUN,O
violento,_,_,ADJ,O
despedida,_,_,NOUN,O
pasaría,_,_,VERB,O
pasó,_,_,VERB,O
Sebastián,_,_,PROPN,B
García,_,_,PROPN,I
Padín,_,_,PROPN,I
Country,_,_,PROPN,B
Manager,_,_,PROPN,I
Isidro,_,_,PROPN,B
agencia,_,_,NOUN,I
agencia,_,_,NOUN,O
Don,_,_,PROPN,I
funcionamiento,_,_,NOUN,O
viendo,_,_,VERB,I
charlando,_,_,VERB,I
momento,_,_,NOUN,I
momento,_,_,NOUN,O
Mariano,_,_,PROPN,B
Ricciarelli,_,_,PROPN,I
Ricciarelli,_,_,PROPN,B
Tenemos,_,_,VERB,O
idea,_,_,NOUN,O
idea,_,_,NOUN,I
comunidad,_,_,NOUN,O
comunidad,_,_,NOUN,I
conjunto,_,_,NOUN,O
puedan,_,_,AUX,O
sentirse,_,_,NOUN,O
cómodos,_,_,ADJ,O
cómodos,_,_,ADJ,I
estuvieran,_,_,VERB,O
Parte,_,_,NOUN,B
particular,_,_,NOUN,O
particular,_,_,ADJ,O
Havas,_,_,NOUN,B
Havas,_,_,PROPN,B
opera,_,_,VERB,O
100,_,_,NUM,O
adoptó,_,_,VERB,O
Sofía,_,_,PROPN,B
Polo,_,_,PROPN,I
Polo,_,_,PROPN,B
licenciada,_,_,NOUN,O
publicidad,_,_,NOUN,O
encargadas,_,_,NOUN,O
pasearlo,_,_,NOUN,O
lunes,_,_,NOUN,O
viernes,_,_,NOUN,O
viernes,_,_,NOUN,I
Explica,_,_,VERB,B
hicieron,_,_,VERB,O
encuesta,_,_,NOUN,O
resultado,_,_,NOUN,I
resultado,_,_,NOUN,O
favorable,_,_,ADJ,O
comunicaron,_,_,VERB,O
programa,_,_,NOUN,O
adopciones,_,_,NOUN,O
Pedigree,_,_,PROPN,B
conocieron,_,_,VERB,O
Tenía,_,_,VERB,B
llegó,_,_,VERB,O
llegó,_,_,VERB,I
dormía,_,_,VERB,O
noches,_,_,NOUN,O
gustaba,_,_,VERB,O
quedarse,_,_,ADV,O
Entonces,_,_,ADV,B
Entonces,_,_,ADV,O
compañeras,_,_,NOUN,I
decidieron,_,_,VERB,O
turnarse,_,_,NOUN,O
alojarlo,_,_,VERB,O
casas,_,_,NOUN,O
llevarlo,_,_,VERB,O
lindo,_,_,ADJ,O
tenerlo,_,_,VERB,O
acá,_,_,PROPN,O
acá,_,_,PROPN,I
Te,_,_,PRON,O
Te,_,_,PRON,B
distraés,_,_,VERB,O
poco,_,_,PRON,O
poco,_,_,ADV,O
salís,_,_,ADJ,O
monotonía,_,_,NOUN,O
rutina,_,_,NOUN,O
divino,_,_,ADJ,O
llevo,_,_,VERB,O
pasear,_,_,VERB,O
cruza,_,_,VERB,O
relata,_,_,VERB,O
otros,_,_,PRON,O
otros,_,_,DET,O
otros,_,_,DET,I
Ringo,_,_,PROPN,B
obsesionado,_,_,ADJ,O
cabos,_,_,NOUN,O
sueltos,_,_,ADJ,O
tardó,_,_,VERB,O
dejar,_,_,VERB,O
Adyouwish,_,_,PROPN,B
Después,_,_,ADV,B
directivos,_,_,NOUN,O
levantar,_,_,VERB,O
atar,_,_,VERB,O
cables,_,_,NOUN,O
Ahora,_,_,ADV,B
porta,_,_,VERB,I
edificio,_,_,NOUN,O
edificio,_,_,NOUN,I
oficinas,_,_,NOUN,O
entrada,_,_,NOUN,O
ascensor,_,_,NOUN,O
sorprenden,_,_,VERB,O
adora,_,_,VERB,I
clientes,_,_,NOUN,I
clientes,_,_,NOUN,O
perreros,_,_,NOUN,I
juegan,_,_,VERB,I
feliz,_,_,ADJ,O
Matías,_,_,PROPN,B
Vázquez,_,_,PROPN,I
consultados,_,_,ADJ,O
casi,_,_,ADV,O
quejas,_,_,NOUN,O
compañeros,_,_,NOUN,O
referencia,_,_,NOUN,O
excepciones,_,_,NOUN,O
chico,_,_,NOUN,O
trabajaba,_,_,VERB,O
odiaban,_,_,VERB,I
mutuamente,_,_,ADV,I
siempre,_,_,ADV,O
hacía,_,_,VERB,O
lado,_,_,NOUN,O
escritorio,_,_,NOUN,O
marcando,_,_,VERB,O
territorio,_,_,NOUN,O
volvió,_,_,AUX,O
volvió,_,_,VERB,O
Wicky,_,_,PROPN,B
Wicky,_,_,PROPN,I
Wicky,_,_,PROPN,O
15,_,_,NUM,O
quedó,_,_,VERB,O
quedó,_,_,VERB,I
ciega,_,_,PROPN,O
Cloc,_,_,PROPN,B
cloc,_,_,PROPN,O
cloc,_,_,VERB,O
sonido,_,_,NOUN,I
piso,_,_,NOUN,O
piso,_,_,NOUN,I
madera,_,_,NOUN,O
resuena,_,_,ADJ,O
Jengibre,_,_,PROPN,B
Su,_,_,DET,B
computadoras,_,_,NOUN,O
recuerda,_,_,VERB,O
número,_,_,NOUN,O
tap,false,Insertion,NOUN,O
Nació,_,_,VERB,B
elemento,_,_,NOUN,O
percusión,_,_,NOUN,O
incluido,_,_,ADJ,O
uñas,_,_,NOUN,O
Hace,_,_,AUX,O
Hace,_,_,AUX,B
perdió,_,_,VERB,O
deambular,_,_,NOUN,O
frecuente,_,_,ADJ,O
ternura,_,_,NOUN,O
conectan,_,_,VERB,O
enseguida,_,_,ADV,O
tranquilo,_,_,ADJ,O
interacción,_,_,NOUN,O
sostiene,_,_,VERB,O
Romina,_,_,PROPN,B
Romina,_,_,PROPN,I
Iannaci,_,_,PROPN,I
mamá,_,_,NOUN,O
creativa,_,_,ADJ,O
branding,false,Insertion,PROPN,O
esto,_,_,PRON,O
perfil,_,_,NOUN,O
pareció,_,_,VERB,O
nuestra,_,_,DET,O
especialidad,_,_,NOUN,O
locales,_,_,ADJ,O
locales,_,_,ADJ,I
gastronomía,_,_,NOUN,O
cálido,_,_,ADJ,O
te,_,_,PRON,O
sientas,_,_,VERB,O
apunta,_,_,VERB,O
cree,_,_,VERB,O
cuestión,_,_,NOUN,O
generacional,_,_,ADJ,O
balance,_,_,NOUN,O
/,_,_,PUNCT,O
work-life,_,_,PROPN,O
integration,_,_,PROPN,O
integración,_,_,NOUN,O
empleado,_,_,ADJ,O
íntegra,_,_,ADJ,O
ponerse,_,_,ADJ,O
careta,_,_,NOUN,O
llega,_,_,VERB,O
quitársela,_,_,VERB,O
Traer,_,_,VERB,B
perro,_,_,NOUN,I
perro,_,_,NOUN,O
perro,_,_,PROPN,O
circunstancias,_,_,NOUN,O
Tenerlo,_,_,VERB,B
ahí,_,_,ADV,O
tuyo,_,_,ADJ,O
constantemente,_,_,ADV,O
vos,_,_,NOUN,O
conecta,_,_,VERB,O
emociones,_,_,NOUN,O
stress,false,Insertion,NOUN,O
Efectos,_,_,NOUN,B
caninos,_,_,ADJ,I
Bocalán,_,_,PROPN,I
Bocalán,_,_,PROPN,B
entidades,_,_,NOUN,O
dedicadas,_,_,ADJ,O
entrenamiento,_,_,NOUN,O
asistencia,_,_,NOUN,O
terapia,_,_,NOUN,O
asistida,_,_,ADJ,O
importantes,_,_,ADJ,O
nivel,_,_,NOUN,O
internacional,_,_,ADJ,O
Margarita,_,_,PROPN,B
Ziade,_,_,PROPN,I
filial,_,_,NOUN,O
argentina,_,_,ADJ,O
5,_,_,NUM,O
olvidar,_,_,VERB,O
presentación,_,_,NOUN,O
formal,_,_,ADJ,O
ayudar,_,_,VERB,O
CEO,_,_,PROPN,O
sacarle,_,_,PROPN,O
trabaja,_,_,VERB,O
trabaja,_,_,VERB,I
mandársela,_,_,NOUN,O
Inglaterra,_,_,PROPN,B
Salimos,_,_,VERB,O
comercial,_,_,ADJ,O
comercial,_,_,ADJ,I
empezamos,_,_,AUX,O
vínculo,_,_,NOUN,O
Eso,_,_,PRON,B
Eso,_,_,PRON,O
hubiese,_,_,AUX,O
sucedido,_,_,VERB,O
estaba,_,_,AUX,O
estaba,_,_,VERB,O
adeptos,_,_,NOUN,O
animales,_,_,NOUN,O
animales,_,_,NOUN,I
entorno,_,_,NOUN,O
descontracturan,_,_,VERB,O
relajan,_,_,VERB,O
motivan,_,_,VERB,O
placer,_,_,NOUN,O
pausa,_,_,NOUN,O
sale,_,_,VERB,O
comparte,_,_,VERB,O
conoce,_,_,VERB,O
Alicia,_,_,PROPN,B
Asociación,_,_,PROPN,B
Terapia,_,_,PROPN,B
Asistida,_,_,PROPN,I
Tacop,_,_,PROPN,B
especialista,_,_,NOUN,O
contacto,_,_,NOUN,O
animal,_,_,NOUN,O
animal,_,_,ADJ,O
beneficios,_,_,NOUN,O
emocionales,_,_,ADJ,O
físicos,_,_,ADJ,O
Sólo,_,_,ADV,B
acariciarlo,_,_,VERB,O
baja,_,_,VERB,O
presión,_,_,NOUN,O
sanguínea,_,_,ADJ,O
ayuda,_,_,VERB,O
ayuda,_,_,NOUN,O
disminuir,_,_,VERB,O
relaja,_,_,VERB,O
trabajar,_,_,VERB,O
beneficiosos,_,_,ADJ,O
aclara,_,_,VERB,O
elemental,_,_,ADJ,O
seleccionados,_,_,ADJ,O
adiestrados,_,_,ADJ,O
regulados,_,_,ADJ,O
lazarillos,_,_,ADJ,O
ley,_,_,NOUN,I
ley,_,_,NOUN,O
26858,_,_,NOUN,I
acceso,_,_,NOUN,I
acceso,_,_,NOUN,O
deambulación,_,_,NOUN,O
permanencia,_,_,NOUN,O
discapacidad,_,_,NOUN,O
acompañados,_,_,ADJ,O
guía,_,_,PROPN,O
guía,_,_,NOUN,I
guía,_,_,VERB,O
sancionada,_,_,ADJ,O
regulada,_,_,VERB,O
Tampoco,_,_,ADV,B
Tampoco,_,_,ADV,O
registro,_,_,NOUN,I
registro,_,_,NOUN,O
afirma,_,_,VERB,O
tipos,_,_,NOUN,O
actividades,_,_,NOUN,O
actividades,_,_,NOUN,I
ideadas,_,_,ADJ,O
específicamente,_,_,ADV,O
empresarial,_,_,ADJ,O
Pasean,_,_,VERB,B
interactúen,_,_,VERB,O
libremente,_,_,ADV,O
trabajan,_,_,VERB,O
encuentros,_,_,NOUN,O
informativos,_,_,ADJ,O
ejercicios,_,_,NOUN,O
valores,_,_,NOUN,O
empresariales,_,_,ADJ,O
puntuales,_,_,ADJ,O
visitó,_,_,VERB,I
Bayer,_,_,PROPN,B
Bayer,_,_,PROPN,I
división,_,_,NOUN,O
sanidad,_,_,PROPN,O
apoya,_,_,VERB,O
calificarse,_,_,NOUN,O
primera,_,_,ADJ,O
12,_,_,NUM,O
concurrieron,_,_,VERB,O
instalaciones,_,_,NOUN,O
evolucionando,_,_,VERB,O
Queremos,_,_,VERB,B
analizar,_,_,VERB,I
incorporar,_,_,VERB,O
actividad,_,_,NOUN,O
firme,_,_,ADJ,O
conocen,_,_,VERB,O
pretender,_,_,AUX,O
convivan,_,_,VERB,O
ambiente,_,_,NOUN,O
Medellin,_,_,PROPN,B
Vanesa,_,_,PROPN,I
Helfenstein,_,_,PROPN,I
Krauss,_,_,PROPN,I
encargada,_,_,ADJ,O
encargada,_,_,NOUN,O
Salud,_,_,PROPN,B
Animal,_,_,PROPN,I
Latinoamérica,_,_,PROPN,I
firma,_,_,NOUN,I
firma,_,_,NOUN,O
ubicado,_,_,ADJ,I
Munro,_,_,PROPN,I
400,_,_,NUM,O
1000,_,_,NOUN,O
Somos,_,_,AUX,O
unieron,_,_,VERB,O
generó,_,_,VERB,I
buen,_,_,ADJ,O
clima,_,_,NOUN,O
mayor,_,_,ADJ,O
mayor,_,_,ADJ,I
pertenencia,_,_,NOUN,O
visitas,_,_,NOUN,O
Bacalán,_,_,PROPN,B
comunicó,_,_,VERB,O
áreas,_,_,NOUN,O
sumarse,_,_,NOUN,O
hacemos,_,_,VERB,O
enamorada,_,_,NOUN,O
ARTICLE0057,_,_,PROPN,B
sushi,_,_,PROPN,I
sushi,_,_,PROPN,B
sushi,_,_,PROPN,O
Carolina,_,_,PROPN,B
Aguirre,_,_,PROPN,I
doy,_,_,VERB,O
vuelta,_,_,NOUN,O
comentarios,_,_,NOUN,O
reseñas,_,_,NOUN,O
restaurantes,_,_,NOUN,O
notas,_,_,NOUN,O
notas,_,_,NOUN,I
tendencias,_,_,NOUN,O
gastronómicas,_,_,ADJ,O
asombra,_,_,VERB,O
odio,_,_,NOUN,O
despiertan,_,_,VERB,O
modas,_,_,NOUN,O
lectores,_,_,NOUN,O
nota,_,_,NOUN,I
nota,_,_,NOUN,O
fusión,_,_,PROPN,I
bagels,false,Insertion,PROPN,B
cocina,_,_,NOUN,O
nikkei,_,_,PROPN,O
diez,_,_,NUM,O
veinte,_,_,NUM,O
foristas,_,_,NOUN,O
indignados,_,_,ADJ,O
reclaman,_,_,VERB,O
terminar,_,_,VERB,O
estupidez,_,_,NOUN,O
inmediatamente,_,_,ADV,O
molestarles,_,_,ADJ,O
precio,_,_,NOUN,O
inclusión,_,_,NOUN,O
ingredientes,_,_,NOUN,O
menú,_,_,NOUN,I
menú,_,_,NOUN,O
concentra,_,_,VERB,O
reclamos,_,_,NOUN,O
temor,_,_,NOUN,O
nuevos,_,_,ADJ,O
productos,_,_,NOUN,O
amenacen,_,_,VERB,O
cultura,_,_,NOUN,O
tradiciones,_,_,NOUN,O
apreciación,_,_,NOUN,I
instale,_,_,VERB,I
tambalear,_,_,VERB,O
mesa,_,_,NOUN,O
domingo,_,_,NOUN,O
Déjense,_,_,VERB,B
joder,_,_,VERB,I
boludez,_,_,NOUN,O
nada,_,_,PRON,O
cobran,_,_,VERB,O
arroz,_,_,NOUN,O
pescado,_,_,ADJ,O
crudo,_,_,ADJ,O
oro,_,_,NOUN,O
focas,_,_,NOUN,O
horrible,_,_,ADJ,O
Palermo,_,_,PROPN,I
Palermo,_,_,PROPN,B
enrollaran,_,_,VERB,O
bosta,_,_,NOUN,O
caballo,_,_,NOUN,O
dirían,_,_,VERB,O
exquisita,_,_,VERB,O
reproducen,_,_,VERB,O
sucede,_,_,VERB,I
cupcakes,false,Insertion,PROPN,I
cinco,_,_,NUM,O
detractores,_,_,NOUN,O
exigiendo,_,_,AUX,O
digan,_,_,VERB,O
tortitas,_,_,NOUN,O
decoradas,_,_,ADJ,O
madalenas,_,_,NOUN,O
especialidades,_,_,NOUN,O
enojan,_,_,VERB,O
muchísimo,_,_,ADV,O
pasa,_,_,VERB,I
spaghetti,_,_,PROPN,O
fusilli,_,_,PROPN,O
lasagna,_,_,PROPN,O
reclama,_,_,VERB,O
diga,_,_,VERB,O
fideo,_,_,PROPN,O
finito,_,_,PROPN,O
pasta,_,_,NOUN,O
enroscada,_,_,ADJ,O
encono,_,_,NOUN,O
galicismos,_,_,NOUN,O
pedido,_,_,VERB,O
pedido,_,_,NOUN,O
renombrar,_,_,VERB,O
salsa,_,_,PROPN,O
Velouté,_,_,PROPN,B
fideos,_,_,NOUN,O
Parisienne,_,_,PROPN,I
cuidar,_,_,VERB,O
nuestras,_,_,DET,O
costumbres,_,_,NOUN,O
amenazas,_,_,NOUN,O
llegaron,_,_,VERB,O
porteña,_,_,ADJ,O
comensal,_,_,NOUN,O
acostumbró,_,_,VERB,O
verlos,_,_,NOUN,O
altura,_,_,NOUN,O
sabemos,_,_,VERB,O
mousse,_,_,NOUN,O
matar,_,_,VERB,O
erradicar,_,_,VERB,O
flan,_,_,NOUN,O
dulce,_,_,VERB,O
leche,_,_,NOUN,O
conservadores,_,_,ADJ,O
incorporación,_,_,NOUN,O
frutas,_,_,NOUN,O
verduras,_,_,NOUN,O
habituales,_,_,ADJ,O
mercado,_,_,NOUN,O
local,_,_,ADJ,O
trompadas,_,_,NOUN,I
reciben,_,_,VERB,I
reciben,_,_,VERB,O
rúcula,_,_,NOUN,I
silvestre,_,_,PROPN,I
maracuyá,_,_,NOUN,O
incipientes,_,_,ADJ,O
lychees,_,_,ADJ,O
lechuga,_,_,NOUN,O
criolla,_,_,VERB,O
violentas,_,_,ADJ,O
abundantes,_,_,ADJ,O
Rúcula,_,_,PROPN,I
selvática,_,_,ADJ,O
trae,_,_,VERB,I
Tarzán,_,_,PROPN,I
rey,_,_,NOUN,I
león,_,_,PROPN,I
llenos,_,_,ADJ,O
snobismo,false,Insertion,NOUN,O
tipea,_,_,VERB,O
furioso,_,_,ADJ,O
lector,_,_,NOUN,O
harto,_,_,ADJ,O
innovaciones,_,_,NOUN,O
indignación,_,_,NOUN,O
llegada,_,_,NOUN,O
llegada,_,_,ADJ,O
frapuccinos,false,Insertion,NOUN,O
competir,_,_,VERB,O
café,_,_,NOUN,O
barrio,_,_,NOUN,O
donuts,false,Insertion,ADJ,O
rollos,_,_,NOUN,O
canela,_,_,NOUN,O
muffins,false,Insertion,PROPN,O
apariencia,_,_,NOUN,O
llegado,_,_,VERB,O
asesinar,_,_,VERB,O
facturas,_,_,NOUN,O
libritos,_,_,NOUN,O
grasa,_,_,NOUN,O
scones,false,Insertion,NOUN,I
medialunas,_,_,NOUN,O
ristretto,_,_,PROPN,O
pica,_,_,NOUN,I
resentimiento,_,_,NOUN,I
porteño,_,_,ADJ,O
incomoda,_,_,VERB,O
lejos,_,_,ADV,O
paladar,_,_,NOUN,O
leer,_,_,VERB,O
Nos,_,_,PRON,B
quejamos,_,_,VERB,I
nuevas,_,_,ADJ,I
nuevas,_,_,ADJ,O
pizzas,_,_,NOUN,I
queso,_,_,PROPN,O
brie,_,_,PROPN,O
tiraditos,_,_,NOUN,O
lenguado,_,_,NOUN,O
macarons,_,_,PROPN,O
entender,_,_,AUX,O
entender,_,_,VERB,O
comidas,_,_,NOUN,O
milanesas,_,_,NOUN,I
mueren,_,_,VERB,I
carne,_,_,NOUN,O
salmón,_,_,NOUN,O
gustan,_,_,VERB,O
Ninguna,_,_,DET,B
querría,_,_,VERB,I
seguir,_,_,AUX,O
seguir,_,_,VERB,O
escuchando,_,_,VERB,O
disco,_,_,NOUN,O
escuchaba,_,_,VERB,O
quince,_,_,NUM,O
vestirse,_,_,PROPN,O
ropa,_,_,NOUN,O
ropa,_,_,NOUN,I
usaba,_,_,VERB,O
1910,_,_,NOUN,O
desgracia,_,_,NOUN,O
tenido,_,_,VERB,O
verdad,_,_,NOUN,O
mucha,_,_,DET,I
quieran,_,_,VERB,O
ravioles,_,_,ADJ,O
variar,_,_,VERB,O
trago,_,_,NOUN,O
novedoso,_,_,ADJ,O
probar,_,_,VERB,O
raras,_,_,ADJ,O
vienen,_,_,VERB,B
Oriente,_,_,PROPN,I
asesinos,_,_,NOUN,O
recibió,_,_,VERB,O
guionista,_,_,NOUN,O
guionista,_,_,NOUN,I
Escuela,_,_,PROPN,B
Experimentación,_,_,PROPN,I
realización,_,_,NOUN,I
cinematográfica,_,_,ADJ,I
ENERC,_,_,PROPN,B
2000,_,_,NUM,O
2000,_,_,NOUN,O
autora,_,_,NOUN,I
blogs,false,Insertion,PROPN,I
Bestiaria,_,_,PROPN,I
editó,_,_,VERB,O
libro,_,_,NOUN,O
libro,_,_,NOUN,I
sello,_,_,NOUN,O
Aguilar,_,_,PROPN,B
2008,_,_,NOUN,O
Ciega,_,_,PROPN,B
citas,_,_,NOUN,I
transformó,_,_,VERB,O
serie,_,_,NOUN,O
televisión,_,_,NOUN,O
adaptada,_,_,ADJ,O
blog,false,Insertion,NOUN,O
blog,_,_,NOUN,O
Colaboró,_,_,VERB,B
diarios,_,_,NOUN,O
revistas,_,_,NOUN,O
Joy,_,_,PROPN,B
Joy,_,_,PROPN,I
Crítica,_,_,PROPN,B
In,_,_,PROPN,B
Metrópolis,_,_,PROPN,B
Gataflora,_,_,PROPN,B
Ohlalá,_,_,PROPN,B
mujer,_,_,NOUN,I
mujer,_,_,NOUN,O
escribe,_,_,VERB,O
canales,_,_,NOUN,O
productoras,_,_,NOUN,O
Pramer,_,_,PROPN,B
Promofilm,_,_,PROPN,B
Mandarina,_,_,PROPN,B
Camilo,_,_,PROPN,B
Ad,_,_,DET,I
Hoc,_,_,PROPN,I
